,t,NT,motivation,num
9716,32.44,34.0,low,7.0
9717,32.48,34.0,low,7.0
9718,32.52,34.0,low,7.0
9719,32.56,34.0,low,7.0
9720,32.6,34.0,low,7.0
9721,32.64,34.0,low,7.0
9722,32.68,34.0,low,7.0
9723,32.72,34.0,low,7.0
9724,32.76,34.0,low,7.0
9725,32.8,34.0,low,7.0
9726,32.84,34.0,low,7.0
9727,32.88,34.0,low,7.0
9728,32.92,34.0,low,7.0
9729,32.96,34.0,low,7.0
9730,33.0,34.0,low,7.0
9731,33.04,35.0,low,7.0
9732,33.08,35.0,low,7.0
9733,33.12,35.0,low,7.0
9734,33.16,35.0,low,7.0
9735,33.2,35.0,low,7.0
9736,33.24,35.0,low,7.0
9737,33.28,35.0,low,7.0
9738,33.32,35.0,low,7.0
9739,33.36,35.0,low,7.0
9740,33.4,35.0,low,7.0
9741,33.44,35.0,low,7.0
9742,33.48,35.0,low,7.0
9743,33.52,35.0,low,7.0
9744,33.56,35.0,low,7.0
9745,33.6,35.0,low,7.0
9746,33.64,35.0,low,7.0
9747,33.68,35.0,low,7.0
9748,33.72,35.0,low,7.0
9749,33.76,35.0,low,7.0
9750,33.8,35.0,low,7.0
9751,33.84,35.0,low,7.0
9752,33.88,35.0,low,7.0
9753,33.92,35.0,low,7.0
9754,33.96,35.0,low,7.0
9755,34.0,35.0,low,7.0
9756,34.04,35.0,low,7.0
9757,34.08,35.0,low,7.0
9758,34.12,35.0,low,7.0
9759,34.16,35.0,low,7.0
9760,34.2,35.0,low,7.0
9761,34.24,35.0,low,7.0
9762,34.28,35.0,low,7.0
9763,34.32,35.0,low,7.0
9764,34.36,35.0,low,7.0
9765,34.4,35.0,low,7.0
9766,34.44,35.0,low,7.0
9767,34.48,35.0,low,7.0
9768,34.52,35.0,low,7.0
9769,34.56,35.0,low,7.0
9770,34.6,35.0,low,7.0
9771,34.64,35.0,low,7.0
9772,34.68,35.0,low,7.0
9773,34.72,35.0,low,7.0
9774,34.76,35.0,low,7.0
9775,34.8,35.0,low,7.0
9776,34.84,35.0,low,7.0
9777,34.88,36.0,low,7.0
9778,34.92,36.0,low,7.0
9779,34.96,36.0,low,7.0
9780,35.0,36.0,low,7.0
9781,35.04,36.0,low,7.0
9782,35.08,36.0,low,7.0
9783,35.12,36.0,low,7.0
9784,35.16,36.0,low,7.0
9785,35.2,36.0,low,7.0
9786,35.24,36.0,low,7.0
9787,35.28,36.0,low,7.0
9788,35.32,36.0,low,7.0
9789,35.36,36.0,low,7.0
9790,35.4,36.0,low,7.0
9791,35.44,36.0,low,7.0
9792,35.48,36.0,low,7.0
9793,35.52,36.0,low,7.0
9794,35.56,36.0,low,7.0
9795,35.6,36.0,low,7.0
9796,35.64,36.0,low,7.0
9797,35.68,36.0,low,7.0
9798,35.72,36.0,low,7.0
9799,35.76,36.0,low,7.0
9800,35.8,36.0,low,7.0
9801,35.84,36.0,low,7.0
9802,35.88,36.0,low,7.0
9803,35.92,36.0,low,7.0
9804,35.96,37.0,low,7.0
9805,36.0,37.0,low,7.0
9806,36.04,37.0,low,7.0
9807,36.08,37.0,low,7.0
9808,36.12,37.0,low,7.0
9809,36.16,37.0,low,7.0
9810,36.2,37.0,low,7.0
9811,36.24,37.0,low,7.0
9812,36.28,37.0,low,7.0
9813,36.32,37.0,low,7.0
9814,36.36,37.0,low,7.0
9815,36.4,37.0,low,7.0
9816,36.44,37.0,low,7.0
9817,36.48,37.0,low,7.0
9818,36.52,37.0,low,7.0
9819,36.56,37.0,low,7.0
9820,36.6,37.0,low,7.0
9821,36.64,37.0,low,7.0
9822,36.68,37.0,low,7.0
9823,36.72,37.0,low,7.0
9824,36.76,37.0,low,7.0
9825,36.8,38.0,low,7.0
9826,36.84,38.0,low,7.0
9827,36.88,38.0,low,7.0
9828,36.92,38.0,low,7.0
9829,36.96,38.0,low,7.0
9830,37.0,38.0,low,7.0
9831,37.04,38.0,low,7.0
9832,37.08,38.0,low,7.0
9833,37.12,38.0,low,7.0
9834,37.16,38.0,low,7.0
9835,37.2,38.0,low,7.0
9836,37.24,38.0,low,7.0
9837,37.28,38.0,low,7.0
9838,37.32,38.0,low,7.0
9839,37.36,38.0,low,7.0
9840,37.4,39.0,low,7.0
9841,37.44,39.0,low,7.0
9842,37.48,39.0,low,7.0
9843,37.52,39.0,low,7.0
9844,37.56,39.0,low,7.0
9845,37.6,39.0,low,7.0
9846,37.64,39.0,low,7.0
9847,37.68,39.0,low,7.0
9848,37.72,39.0,low,7.0
9849,37.76,39.0,low,7.0
9850,37.8,39.0,low,7.0
9851,37.84,39.0,low,7.0
9852,37.88,39.0,low,7.0
9853,37.92,39.0,low,7.0
9854,37.96,39.0,low,7.0
9855,38.0,39.0,low,7.0
9856,38.04,39.0,low,7.0
9857,38.08,39.0,low,7.0
9858,38.12,39.0,low,7.0
9859,38.16,39.0,low,7.0
9860,38.2,39.0,low,7.0
9861,38.24,39.0,low,7.0
9862,38.28,39.0,low,7.0
9863,38.32,39.0,low,7.0
9864,38.36,39.0,low,7.0
9865,38.4,39.0,low,7.0
9866,38.44,39.0,low,7.0
9867,38.48,39.0,low,7.0
9868,38.52,39.0,low,7.0
9869,38.56,39.0,low,7.0
9870,38.6,39.0,low,7.0
9871,38.64,39.0,low,7.0
9872,38.68,39.0,low,7.0
9873,38.72,40.0,low,7.0
9874,38.76,40.0,low,7.0
9875,38.8,40.0,low,7.0
9876,38.84,40.0,low,7.0
9877,38.88,40.0,low,7.0
9878,38.92,40.0,low,7.0
9879,38.96,40.0,low,7.0
9880,39.0,40.0,low,7.0
9881,39.04,40.0,low,7.0
9882,39.08,40.0,low,7.0
9883,39.12,40.0,low,7.0
9884,39.16,40.0,low,7.0
9885,39.2,40.0,low,7.0
9886,39.24,40.0,low,7.0
9887,39.28,40.0,low,7.0
9888,39.32,40.0,low,7.0
9889,39.36,40.0,low,7.0
9890,39.4,40.0,low,7.0
9891,39.44,40.0,low,7.0
9892,39.48,40.0,low,7.0
9893,39.52,40.0,low,7.0
9894,39.56,40.0,low,7.0
9895,39.6,41.0,low,7.0
9896,39.64,41.0,low,7.0
9897,39.68,41.0,low,7.0
9898,39.72,41.0,low,7.0
9899,39.76,41.0,low,7.0
9900,39.8,41.0,low,7.0
9901,39.84,41.0,low,7.0
9902,39.88,41.0,low,7.0
9903,39.92,41.0,low,7.0
9904,39.96,41.0,low,7.0
9905,40.0,41.0,low,7.0
9906,40.04,41.0,low,7.0
9907,40.08,41.0,low,7.0
9908,40.12,41.0,low,7.0
9909,40.16,41.0,low,7.0
9910,40.2,41.0,low,7.0
9911,40.24,41.0,low,7.0
9912,40.28,41.0,low,7.0
9913,40.32,41.0,low,7.0
9914,40.36,41.0,low,7.0
9915,40.4,41.0,low,7.0
9916,40.44,41.0,low,7.0
9917,40.48,41.0,low,7.0
9918,40.52,41.0,low,7.0
9919,40.56,41.0,low,7.0
9920,40.6,41.0,low,7.0
9921,40.64,41.0,low,7.0
9922,40.68,41.0,low,7.0
9923,40.72,41.0,low,7.0
9924,40.76,41.0,low,7.0
9925,40.8,42.0,low,7.0
9926,40.84,42.0,low,7.0
9927,40.88,42.0,low,7.0
9928,40.92,42.0,low,7.0
9929,40.96,42.0,low,7.0
9930,41.0,42.0,low,7.0
9931,41.04,42.0,low,7.0
9932,41.08,42.0,low,7.0
9933,41.12,42.0,low,7.0
9934,41.16,42.0,low,7.0
9935,41.2,42.0,low,7.0
9936,41.24,42.0,low,7.0
9937,41.28,42.0,low,7.0
9938,41.32,42.0,low,7.0
9939,41.36,42.0,low,7.0
9940,41.4,42.0,low,7.0
9941,41.44,42.0,low,7.0
9942,41.48,42.0,low,7.0
9943,41.52,42.0,low,7.0
9944,41.56,42.0,low,7.0
9945,41.6,42.0,low,7.0
9946,41.64,42.0,low,7.0
9947,41.68,42.0,low,7.0
9948,41.72,42.0,low,7.0
9949,41.76,43.0,low,7.0
9950,41.8,43.0,low,7.0
9951,41.84,43.0,low,7.0
9952,41.88,43.0,low,7.0
9953,41.92,43.0,low,7.0
9954,41.96,43.0,low,7.0
9955,42.0,43.0,low,7.0
9956,42.04,43.0,low,7.0
9957,42.08,43.0,low,7.0
9958,42.12,43.0,low,7.0
9959,42.16,43.0,low,7.0
9960,42.2,43.0,low,7.0
9961,42.24,43.0,low,7.0
9962,42.28,43.0,low,7.0
9963,42.32,43.0,low,7.0
9964,42.36,44.0,low,7.0
9965,42.4,44.0,low,7.0
9966,42.44,44.0,low,7.0
9967,42.48,44.0,low,7.0
9968,42.52,44.0,low,7.0
9969,42.56,44.0,low,7.0
9970,42.6,44.0,low,7.0
9971,42.64,44.0,low,7.0
9972,42.68,44.0,low,7.0
9973,42.72,44.0,low,7.0
9974,42.76,44.0,low,7.0
9975,42.8,44.0,low,7.0
9976,42.84,44.0,low,7.0
9977,42.88,44.0,low,7.0
9978,42.92,44.0,low,7.0
9979,42.96,44.0,low,7.0
9980,43.0,44.0,low,7.0
9981,43.04,44.0,low,7.0
9982,43.08,44.0,low,7.0
9983,43.12,44.0,low,7.0
9984,43.16,44.0,low,7.0
9985,43.2,44.0,low,7.0
9986,43.24,44.0,low,7.0
9987,43.28,45.0,low,7.0
9988,43.32,45.0,low,7.0
9989,43.36,45.0,low,7.0
9990,43.4,45.0,low,7.0
9991,43.44,45.0,low,7.0
9992,43.48,45.0,low,7.0
9993,43.52,45.0,low,7.0
9994,43.56,45.0,low,7.0
9995,43.6,45.0,low,7.0
9996,43.64,45.0,low,7.0
9997,43.68,45.0,low,7.0
9998,43.72,45.0,low,7.0
9999,43.76,45.0,low,7.0
10000,43.8,45.0,low,7.0
10001,43.84,45.0,low,7.0
10002,43.88,45.0,low,7.0
10003,43.92,45.0,low,7.0
10004,43.96,45.0,low,7.0
10005,44.0,45.0,low,7.0
10006,44.04,45.0,low,7.0
10007,44.08,45.0,low,7.0
10008,44.12,45.0,low,7.0
10009,44.16,45.0,low,7.0
10010,44.2,45.0,low,7.0
10011,44.24,45.0,low,7.0
10012,44.28,45.0,low,7.0
10013,44.32,45.0,low,7.0
10014,44.36,45.0,low,7.0
10015,44.4,46.0,low,7.0
10016,44.44,46.0,low,7.0
10017,44.48,46.0,low,7.0
10018,44.52,46.0,low,7.0
10019,44.56,46.0,low,7.0
10020,44.6,46.0,low,7.0
10021,44.64,46.0,low,7.0
10022,44.68,46.0,low,7.0
10023,44.72,46.0,low,7.0
10024,44.76,46.0,low,7.0
10025,44.8,46.0,low,7.0
10026,44.84,46.0,low,7.0
10027,44.88,46.0,low,7.0
10028,44.92,46.0,low,7.0
10029,44.96,46.0,low,7.0
10030,45.0,46.0,low,7.0
10031,45.04,46.0,low,7.0
10032,45.08,46.0,low,7.0
10033,45.12,46.0,low,7.0
10034,45.16,46.0,low,7.0
10035,45.2,46.0,low,7.0
10036,45.24,46.0,low,7.0
10037,45.28,46.0,low,7.0
10038,45.32,46.0,low,7.0
10039,45.36,46.0,low,7.0
10040,45.4,46.0,low,7.0
10041,45.44,47.0,low,7.0
10042,45.48,47.0,low,7.0
10043,45.52,47.0,low,7.0
10044,45.56,47.0,low,7.0
10045,45.6,47.0,low,7.0
10046,45.64,47.0,low,7.0
10047,45.68,47.0,low,7.0
10048,45.72,47.0,low,7.0
10049,45.76,47.0,low,7.0
10050,45.8,47.0,low,7.0
10051,45.84,47.0,low,7.0
10052,45.88,47.0,low,7.0
10053,45.92,47.0,low,7.0
10054,45.96,47.0,low,7.0
10055,46.0,47.0,low,7.0
10056,46.04,47.0,low,7.0
10057,46.08,47.0,low,7.0
10058,46.12,47.0,low,7.0
10059,46.16,47.0,low,7.0
10060,46.2,47.0,low,7.0
10061,46.24,47.0,low,7.0
10062,46.28,47.0,low,7.0
10063,46.32,48.0,low,7.0
10064,46.36,48.0,low,7.0
10065,46.4,48.0,low,7.0
10066,46.44,48.0,low,7.0
10067,46.48,48.0,low,7.0
10068,46.52,48.0,low,7.0
10069,46.56,48.0,low,7.0
10070,46.6,48.0,low,7.0
10071,46.64,48.0,low,7.0
10072,46.68,48.0,low,7.0
10073,46.72,48.0,low,7.0
10074,46.76,48.0,low,7.0
10075,46.8,48.0,low,7.0
10076,46.84,48.0,low,7.0
10077,46.88,48.0,low,7.0
10078,46.92,48.0,low,7.0
10079,46.96,48.0,low,7.0
10080,47.0,48.0,low,7.0
10081,47.04,48.0,low,7.0
10082,47.08,48.0,low,7.0
10083,47.12,48.0,low,7.0
10084,47.16,48.0,low,7.0
10085,47.2,48.0,low,7.0
10086,47.24,48.0,low,7.0
10087,47.28,48.0,low,7.0
10088,47.32,48.0,low,7.0
10089,47.36,48.0,low,7.0
10090,47.4,48.0,low,7.0
10091,47.44,48.0,low,7.0
10092,47.48,48.0,low,7.0
10093,47.52,48.0,low,7.0
10094,47.56,48.0,low,7.0
10095,47.6,48.0,low,7.0
10096,47.64,48.0,low,7.0
10097,47.68,48.0,low,7.0
10098,47.72,48.0,low,7.0
10099,47.76,48.0,low,7.0
10100,47.8,49.0,low,7.0
10101,47.84,49.0,low,7.0
10102,47.88,49.0,low,7.0
10103,47.92,49.0,low,7.0
10104,47.96,49.0,low,7.0
10105,48.0,49.0,low,7.0
10106,48.04,49.0,low,7.0
10107,48.08,49.0,low,7.0
10108,48.12,49.0,low,7.0
10109,48.16,49.0,low,7.0
10110,48.2,49.0,low,7.0
10111,48.24,49.0,low,7.0
10112,48.28,49.0,low,7.0
10113,48.32,49.0,low,7.0
10114,48.36,49.0,low,7.0
10115,48.4,49.0,low,7.0
10116,48.44,50.0,low,7.0
10117,48.48,50.0,low,7.0
10118,48.52,50.0,low,7.0
10119,48.56,50.0,low,7.0
10120,48.6,50.0,low,7.0
10121,48.64,50.0,low,7.0
10122,48.68,50.0,low,7.0
10123,48.72,50.0,low,7.0
10124,48.76,50.0,low,7.0
10125,48.8,50.0,low,7.0
10126,48.84,50.0,low,7.0
10127,48.88,50.0,low,7.0
10128,48.92,50.0,low,7.0
10129,48.96,50.0,low,7.0
10130,49.0,50.0,low,7.0
10131,49.04,50.0,low,7.0
10132,49.08,50.0,low,7.0
10133,49.12,50.0,low,7.0
10134,49.16,50.0,low,7.0
10135,49.2,50.0,low,7.0
10136,49.24,50.0,low,7.0
10137,49.28,50.0,low,7.0
10138,49.32,50.0,low,7.0
10139,49.36,50.0,low,7.0
10140,49.4,50.0,low,7.0
10141,49.44,50.0,low,7.0
10142,49.48,50.0,low,7.0
10143,49.52,50.0,low,7.0
10144,49.56,51.0,low,7.0
10145,49.6,51.0,low,7.0
10146,49.64,51.0,low,7.0
10147,49.68,51.0,low,7.0
10148,49.72,51.0,low,7.0
10149,49.76,51.0,low,7.0
10150,49.8,51.0,low,7.0
10151,49.84,51.0,low,7.0
10152,49.88,51.0,low,7.0
10153,49.92,51.0,low,7.0
10154,49.96,51.0,low,7.0
10155,50.0,51.0,low,7.0
10156,50.04,51.0,low,7.0
10157,50.08,51.0,low,7.0
10158,50.12,51.0,low,7.0
10159,50.16,51.0,low,7.0
10160,50.2,51.0,low,7.0
10161,50.24,51.0,low,7.0
10162,50.28,51.0,low,7.0
10163,50.32,51.0,low,7.0
10164,50.36,51.0,low,7.0
10165,50.4,51.0,low,7.0
10166,50.44,51.0,low,7.0
10167,50.48,51.0,low,7.0
10168,50.52,51.0,low,7.0
10169,50.56,51.0,low,7.0
10170,50.6,52.0,low,7.0
10171,50.64,52.0,low,7.0
10172,50.68,52.0,low,7.0
10173,50.72,52.0,low,7.0
10174,50.76,52.0,low,7.0
10175,50.8,52.0,low,7.0
10176,50.84,52.0,low,7.0
10177,50.88,52.0,low,7.0
10178,50.92,52.0,low,7.0
10179,50.96,52.0,low,7.0
10180,51.0,52.0,low,7.0
10181,51.04,52.0,low,7.0
10182,51.08,52.0,low,7.0
10183,51.12,52.0,low,7.0
10184,51.16,52.0,low,7.0
10185,51.2,52.0,low,7.0
10186,51.24,52.0,low,7.0
10187,51.28,52.0,low,7.0
10188,51.32,52.0,low,7.0
10189,51.36,52.0,low,7.0
10190,51.4,52.0,low,7.0
10191,51.44,52.0,low,7.0
10192,51.48,52.0,low,7.0
10193,51.52,52.0,low,7.0
10194,51.56,52.0,low,7.0
10195,51.6,52.0,low,7.0
10196,51.64,53.0,low,7.0
10197,51.68,53.0,low,7.0
10198,51.72,53.0,low,7.0
10199,51.76,53.0,low,7.0
10200,51.8,53.0,low,7.0
10201,51.84,53.0,low,7.0
10202,51.88,53.0,low,7.0
10203,51.92,53.0,low,7.0
10204,51.96,53.0,low,7.0
10205,52.0,53.0,low,7.0
10206,52.04,53.0,low,7.0
10207,52.08,53.0,low,7.0
10208,52.12,53.0,low,7.0
10209,52.16,53.0,low,7.0
10210,52.2,53.0,low,7.0
10211,52.24,53.0,low,7.0
10212,52.28,53.0,low,7.0
10213,52.32,53.0,low,7.0
10214,52.36,53.0,low,7.0
10215,52.4,53.0,low,7.0
10216,52.44,53.0,low,7.0
10217,52.48,53.0,low,7.0
10218,52.52,53.0,low,7.0
10219,52.56,54.0,low,7.0
10220,52.6,54.0,low,7.0
10221,52.64,54.0,low,7.0
10222,52.68,54.0,low,7.0
10223,52.72,54.0,low,7.0
10224,52.76,54.0,low,7.0
10225,52.8,54.0,low,7.0
10226,52.84,54.0,low,7.0
10227,52.88,54.0,low,7.0
10228,52.92,54.0,low,7.0
10229,52.96,54.0,low,7.0
10230,53.0,54.0,low,7.0
10231,53.04,54.0,low,7.0
10232,53.08,54.0,low,7.0
10233,53.12,54.0,low,7.0
10234,53.16,54.0,low,7.0
10235,53.2,55.0,low,7.0
10236,53.24,55.0,low,7.0
10237,53.28,55.0,low,7.0
10238,53.32,55.0,low,7.0
10239,53.36,55.0,low,7.0
10240,53.4,55.0,low,7.0
10241,53.44,55.0,low,7.0
10242,53.48,55.0,low,7.0
10243,53.52,55.0,low,7.0
10244,53.56,55.0,low,7.0
10245,53.6,55.0,low,7.0
10246,53.64,55.0,low,7.0
10247,53.68,55.0,low,7.0
10248,53.72,55.0,low,7.0
10249,53.76,55.0,low,7.0
10250,53.8,55.0,low,7.0
10251,53.84,55.0,low,7.0
10252,53.88,55.0,low,7.0
10253,53.92,55.0,low,7.0
10254,53.96,55.0,low,7.0
10255,54.0,55.0,low,7.0
10256,54.04,55.0,low,7.0
10257,54.08,55.0,low,7.0
10258,54.12,55.0,low,7.0
10259,54.16,55.0,low,7.0
10260,54.2,55.0,low,7.0
10261,54.24,55.0,low,7.0
10262,54.28,55.0,low,7.0
10263,54.32,55.0,low,7.0
10264,54.36,55.0,low,7.0
10265,54.4,55.0,low,7.0
10266,54.44,55.0,low,7.0
10267,54.48,55.0,low,7.0
10268,54.52,55.0,low,7.0
10269,54.56,55.0,low,7.0
10270,54.6,56.0,low,7.0
10271,54.64,56.0,low,7.0
10272,54.68,56.0,low,7.0
10273,54.72,56.0,low,7.0
10274,54.76,56.0,low,7.0
10275,54.8,56.0,low,7.0
10276,54.84,56.0,low,7.0
10277,54.88,56.0,low,7.0
10278,54.92,56.0,low,7.0
10279,54.96,56.0,low,7.0
10280,55.0,56.0,low,7.0
10281,55.04,56.0,low,7.0
10282,55.08,56.0,low,7.0
10283,55.12,56.0,low,7.0
10284,55.16,56.0,low,7.0
10285,55.2,56.0,low,7.0
10286,55.24,56.0,low,7.0
10287,55.28,56.0,low,7.0
10288,55.32,56.0,low,7.0
10289,55.36,56.0,low,7.0
10290,55.4,56.0,low,7.0
10291,55.44,56.0,low,7.0
10292,55.48,56.0,low,7.0
10293,55.52,56.0,low,7.0
10294,55.56,56.0,low,7.0
10295,55.6,57.0,low,7.0
10296,55.64,57.0,low,7.0
10297,55.68,57.0,low,7.0
10298,55.72,57.0,low,7.0
10299,55.76,57.0,low,7.0
10300,55.8,57.0,low,7.0
10301,55.84,57.0,low,7.0
10302,55.88,57.0,low,7.0
10303,55.92,57.0,low,7.0
10304,55.96,57.0,low,7.0
10305,56.0,57.0,low,7.0
10306,56.04,57.0,low,7.0
10307,56.08,57.0,low,7.0
10308,56.12,57.0,low,7.0
10309,56.16,57.0,low,7.0
10310,56.2,57.0,low,7.0
10311,56.24,57.0,low,7.0
10312,56.28,57.0,low,7.0
10313,56.32,57.0,low,7.0
10314,56.36,57.0,low,7.0
10315,56.4,57.0,low,7.0
10316,56.44,58.0,low,7.0
10317,56.48,58.0,low,7.0
10318,56.52,58.0,low,7.0
10319,56.56,58.0,low,7.0
10320,56.6,58.0,low,7.0
10321,56.64,58.0,low,7.0
10322,56.68,58.0,low,7.0
10323,56.72,58.0,low,7.0
10324,56.76,58.0,low,7.0
10325,56.8,58.0,low,7.0
10326,56.84,58.0,low,7.0
10327,56.88,58.0,low,7.0
10328,56.92,58.0,low,7.0
10329,56.96,58.0,low,7.0
10330,57.0,58.0,low,7.0
10331,57.04,58.0,low,7.0
10332,57.08,58.0,low,7.0
10333,57.12,58.0,low,7.0
10334,57.16,58.0,low,7.0
10335,57.2,58.0,low,7.0
10336,57.24,59.0,low,7.0
10337,57.28,59.0,low,7.0
10338,57.32,59.0,low,7.0
10339,57.36,59.0,low,7.0
10340,57.4,59.0,low,7.0
10341,57.44,59.0,low,7.0
10342,57.48,59.0,low,7.0
10343,57.52,59.0,low,7.0
10344,57.56,59.0,low,7.0
10345,57.6,59.0,low,7.0
10346,57.64,59.0,low,7.0
10347,57.68,59.0,low,7.0
10348,57.72,59.0,low,7.0
10349,57.76,59.0,low,7.0
10350,57.8,59.0,low,7.0
10351,57.84,59.0,low,7.0
10352,57.88,59.0,low,7.0
10353,57.92,59.0,low,7.0
10354,57.96,59.0,low,7.0
10355,58.0,59.0,low,7.0
10356,58.04,59.0,low,7.0
10357,58.08,59.0,low,7.0
10358,58.12,60.0,low,7.0
10359,58.16,60.0,low,7.0
10360,58.2,60.0,low,7.0
10361,58.24,60.0,low,7.0
10362,58.28,60.0,low,7.0
10363,58.32,60.0,low,7.0
10364,58.36,60.0,low,7.0
10365,58.4,60.0,low,7.0
10366,58.44,60.0,low,7.0
10367,58.48,60.0,low,7.0
10368,58.52,60.0,low,7.0
10369,58.56,60.0,low,7.0
10370,58.6,60.0,low,7.0
10371,58.64,60.0,low,7.0
10372,58.68,60.0,low,7.0
10373,58.72,60.0,low,7.0
10374,58.76,60.0,low,7.0
10375,58.8,60.0,low,7.0
10376,58.84,61.0,low,7.0
10377,58.88,61.0,low,7.0
10378,58.92,61.0,low,7.0
10379,58.96,61.0,low,7.0
10380,59.0,61.0,low,7.0
10381,59.04,61.0,low,7.0
10382,59.08,61.0,low,7.0
10383,59.12,61.0,low,7.0
10384,59.16,61.0,low,7.0
10385,59.2,61.0,low,7.0
10386,59.24,61.0,low,7.0
10387,59.28,61.0,low,7.0
10388,59.32,61.0,low,7.0
10389,59.36,61.0,low,7.0
10390,59.4,61.0,low,7.0
10391,59.44,61.0,low,7.0
10392,59.48,61.0,low,7.0
10393,59.52,61.0,low,7.0
10394,59.56,61.0,low,7.0
10395,59.6,61.0,low,7.0
10396,59.64,61.0,low,7.0
10397,59.68,61.0,low,7.0
10398,59.72,61.0,low,7.0
10399,59.76,61.0,low,7.0
10400,59.8,61.0,low,7.0
10401,59.84,61.0,low,7.0
10402,59.88,61.0,low,7.0
10403,59.92,61.0,low,7.0
10404,59.96,61.0,low,7.0
10405,60.0,61.0,low,7.0
10406,60.04,61.0,low,7.0
10407,60.08,62.0,low,7.0
10408,60.12,62.0,low,7.0
10409,60.16,62.0,low,7.0
10410,60.2,62.0,low,7.0
10411,60.24,62.0,low,7.0
10412,60.28,62.0,low,7.0
10413,60.32,62.0,low,7.0
10414,60.36,62.0,low,7.0
10415,60.4,62.0,low,7.0
10416,60.44,62.0,low,7.0
10417,60.48,62.0,low,7.0
10418,60.52,62.0,low,7.0
10419,60.56,62.0,low,7.0
10420,60.6,62.0,low,7.0
10421,60.64,62.0,low,7.0
10422,60.68,62.0,low,7.0
10423,60.72,62.0,low,7.0
10424,60.76,62.0,low,7.0
10425,60.8,62.0,low,7.0
10426,60.84,62.0,low,7.0
10427,60.88,62.0,low,7.0
10428,60.92,63.0,low,7.0
10429,60.96,63.0,low,7.0
10430,61.0,63.0,low,7.0
10431,61.04,63.0,low,7.0
10432,61.08,63.0,low,7.0
10433,61.12,63.0,low,7.0
10434,61.16,63.0,low,7.0
10435,61.2,63.0,low,7.0
10436,61.24,63.0,low,7.0
10437,61.28,63.0,low,7.0
10438,61.32,63.0,low,7.0
10439,61.36,63.0,low,7.0
10440,61.4,63.0,low,7.0
10441,61.44,63.0,low,7.0
10442,61.48,63.0,low,7.0
10443,61.52,63.0,low,7.0
10444,61.56,63.0,low,7.0
10445,61.6,63.0,low,7.0
10446,61.64,63.0,low,7.0
10447,61.68,63.0,low,7.0
10448,61.72,63.0,low,7.0
10449,61.76,63.0,low,7.0
10450,61.8,63.0,low,7.0
10451,61.84,63.0,low,7.0
10452,61.88,63.0,low,7.0
10453,61.92,63.0,low,7.0
10454,61.96,63.0,low,7.0
10455,62.0,63.0,low,7.0
10456,62.04,63.0,low,7.0
10457,62.08,64.0,low,7.0
10458,62.12,64.0,low,7.0
10459,62.16,64.0,low,7.0
10460,62.2,64.0,low,7.0
10461,62.24,64.0,low,7.0
10462,62.28,64.0,low,7.0
10463,62.32,64.0,low,7.0
10464,62.36,64.0,low,7.0
10465,62.4,64.0,low,7.0
10466,62.44,64.0,low,7.0
10467,62.48,64.0,low,7.0
10468,62.52,64.0,low,7.0
10469,62.56,64.0,low,7.0
10470,62.6,64.0,low,7.0
10471,62.64,64.0,low,7.0
10472,62.68,64.0,low,7.0
10473,62.72,64.0,low,7.0
10474,62.76,64.0,low,7.0
10475,62.8,64.0,low,7.0
10476,62.84,64.0,low,7.0
10477,62.88,64.0,low,7.0
10478,62.92,64.0,low,7.0
10479,62.96,64.0,low,7.0
10480,63.0,64.0,low,7.0
10481,63.04,64.0,low,7.0
10482,63.08,64.0,low,7.0
10483,63.12,64.0,low,7.0
10484,63.16,64.0,low,7.0
10485,63.2,64.0,low,7.0
10486,63.24,64.0,low,7.0
10487,63.28,64.0,low,7.0
10488,63.32,64.0,low,7.0
10489,63.36,65.0,low,7.0
10490,63.4,65.0,low,7.0
10491,63.44,65.0,low,7.0
10492,63.48,65.0,low,7.0
10493,63.52,65.0,low,7.0
10494,63.56,65.0,low,7.0
10495,63.6,65.0,low,7.0
10496,63.64,65.0,low,7.0
10497,63.68,65.0,low,7.0
10498,63.72,65.0,low,7.0
10499,63.76,65.0,low,7.0
10500,63.8,65.0,low,7.0
10501,63.84,65.0,low,7.0
10502,63.88,65.0,low,7.0
10503,63.92,65.0,low,7.0
10504,63.96,65.0,low,7.0
10505,64.0,65.0,low,7.0
10506,64.04,65.0,low,7.0
10507,64.08,65.0,low,7.0
10508,64.12,65.0,low,7.0
10509,64.16,66.0,low,7.0
10510,64.2,66.0,low,7.0
10511,64.24,66.0,low,7.0
10512,64.28,66.0,low,7.0
10513,64.32,66.0,low,7.0
10514,64.36,66.0,low,7.0
10515,64.4,66.0,low,7.0
10516,64.44,66.0,low,7.0
10517,64.48,66.0,low,7.0
10518,64.52,66.0,low,7.0
10519,64.56,66.0,low,7.0
10520,64.6,66.0,low,7.0
10521,64.64,66.0,low,7.0
10522,64.68,66.0,low,7.0
10523,64.72,66.0,low,7.0
10524,64.76,66.0,low,7.0
10525,64.8,66.0,low,7.0
10526,64.84,66.0,low,7.0
10527,64.88,66.0,low,7.0
10528,64.92,66.0,low,7.0
10529,64.96,66.0,low,7.0
10530,65.0,66.0,low,7.0
10531,65.04,66.0,low,7.0
10532,65.08,66.0,low,7.0
10533,65.12,66.0,low,7.0
10534,65.16,66.0,low,7.0
10535,65.2,66.0,low,7.0
10536,0.0,0.0,low,8.0
10537,0.04,0.0,low,8.0
